BEANS PER JAR,JARS,TOTAL BEANS
66,700,46200
207,551,114057
467,274,127958
533,822,438126
534,875,467250
76,80,6080
987,947,934689
756,104,78624
53,131,6943
145,178,25810
458,37,16946
643,978,628854
483,398,192234
752,869,653488
370,562,207940
219,15,3285
461,872,401992
886,133,117838
733,969,710277
1,399,399
283,272,76976
14,348,4872
544,173,94112
238,585,139230
274,887,243038
98,932,91336
166,327,54282
372,140,52080
703,70,49210
586,888,520368
276,714,197064
37,738,27306
205,471,96555
877,711,623547
265,495,131175
283,723,204609
321,160,51360
879,722,634638
551,169,93119
770,352,271040
104,749,77896
356,662,235672
717,619,443823
739,709,523951
302,909,274518
818,736,602048
344,402,138288
854,592,505568
562,454,255148
521,538,280298
130,606,78780
829,909,753561
799,998,797402
220,622,136840
321,9,2889
500,800,400000
610,662,403820
609,604,367836
200,99,19800
592,90,53280
889,846,752094
290,408,118320
271,317,85907
522,502,262044
756,353,266868
703,603,423909
188,387,72756
239,193,46127
631,388,244828
109,966,105294
685,788,539780
357,874,312018
610,148,90280
375,424,159000
100,470,47000
772,973,751156
734,758,556372
581,311,180691
359,958,343922
101,245,24745
500,299,149500
958,482,461756
650,529,343850
561,408,228888
10,344,3440
308,48,14784
964,346,333544
882,684,603288
23,272,6256
564,91,51324
927,957,887139
289,973,281197
127,59,7493
136,172,23392
427,368,157136
967,105,101535
37,211,7807
445,450,200250
974,443,431482
661,867,573087
356,478,170168
667,265,176755
781,13,10153
718,334,239812
120,41,4920
40,593,23720
946,545,515570
487,136,66232
102,648,66096
721,958,690718
215,577,124055
551,836,460636
881,58,51098
330,257,84810
385,586,225610
482,15,7230
332,187,62084
910,856,778960
112,557,62384
609,579,352611
319,191,60929
76,979,74404
241,881,212321
186,719,133734
732,439,321348
237,20,4740
556,366,203496
677,211,142847
403,475,191425
37,524,19388
428,821,351388
857,331,283667
151,591,89241
706,367,259102
210,829,174090
255,969,247095
576,606,349056
361,121,43681
700,409,286300
270,120,32400
389,366,142374
220,63,13860
274,230,63020
79,899,71021
137,444,60828
479,994,476126
795,218,173310
581,906,526386
731,539,394009
282,500,141000
881,87,76647
79,162,12798
18,521,9378
684,703,480852
742,263,195146
278,518,144004
424,375,159000
67,346,23182
232,897,208104
734,221,162214
337,472,159064
106,19,2014
417,320,133440
999,457,456543
567,766,434322
73,206,15038
392,707,277144
559,819,457821
114,517,58938
260,503,130780
872,208,181376
782,867,677994
512,732,374784
212,173,36676
537,281,150897
496,504,249984
676,930,628680
209,74,15466
688,107,73616
21,65,1365
327,356,116412
771,650,501150
440,602,264880
929,213,197877
252,35,8820
402,56,22512
838,416,348608
816,544,443904
56,534,29904
333,475,158175
710,831,590010
451,948,427548
193,268,51724
523,599,313277
972,40,38880
338,95,32110
536,921,493656
235,456,107160
956,941,899596
229,348,79692
915,321,293715
340,766,260440
694,830,576020
619,6,3714
577,991,571807
173,99,17127
628,62,38936
108,435,46980
646,566,365636
228,313,71364
466,367,171022
552,660,364320
506,208,105248
601,680,408680
396,436,172656
277,721,199717
205,484,99220
568,957,543576
282,604,170328
964,262,252568
646,298,192508
316,687,217092
994,206,204764
875,561,490875
639,367,234513
95,99,9405
213,44,9372
17,390,6630
371,143,53053
84,528,44352
374,260,97240
7,665,4655
212,729,154548
58,868,50344
378,889,336042
590,356,210040
478,491,234698
406,360,146160
684,848,580032
985,467,459995
515,360,185400
933,381,355473
9,764,6876
342,54,18468
851,266,226366
24,709,17016
886,344,304784
286,93,26598
95,672,63840
247,296,73112
944,463,437072
580,350,203000
841,971,816611
61,732,44652
573,249,142677
472,670,316240
502,153,76806
814,466,379324
308,437,134596
492,388,190896
97,123,11931
114,37,4218
22,974,21428
382,665,254030
898,567,509166
139,700,97300
52,779,40508
855,467,399285
328,405,132840
535,523,279805
761,850,646850
329,798,262542
817,649,530233
646,277,178942
517,556,287452
741,730,540930
892,884,788528
888,701,622488
636,94,59784
409,439,179551
831,199,165369
591,804,475164
85,985,83725
520,458,238160
558,564,314712
13,823,10699
89,799,71111
660,35,23100
375,778,291750
935,521,487135
774,162,125388
348,464,161472
863,791,682633
359,396,142164
971,220,213620
771,920,709320
379,976,369904
4,219,876
472,597,281784
996,610,607560
182,811,147602
847,938,794486
547,76,41572
524,353,184972
206,56,11536
949,606,575094
363,457,165891
939,735,690165
989,810,801090
401,573,229773
363,881,319803
247,919,226993
131,259,33929
103,532,54796
404,78,31512
261,211,55071
612,331,202572
375,196,73500
913,932,850916
396,771,305316
499,47,23453
920,467,429640
938,504,472752
55,146,8030
797,980,781060
715,85,60775
735,634,465990
840,786,660240
32,12,384
876,242,211992
31,41,1271
543,473,256839
555,544,301920
237,654,154998
263,831,218553
57,351,20007
594,677,402138
515,859,442385
394,207,81558
248,34,8432
216,894,193104
399,696,277704
162,297,48114
549,350,192150
986,20,19720
435,487,211845
308,829,255332
46,174,8004
92,621,57132
341,311,106051
279,857,239103
545,655,356975
656,333,218448
669,959,641571
89,66,5874
721,1,721
6,13,78
797,749,596953
995,7,6965
620,865,536300
471,275,129525
542,941,510022
563,742,417746
998,767,765466
295,748,220660
685,692,474020
824,415,341960
128,827,105856
852,121,103092
129,984,126936
174,501,87174
682,345,235290
746,232,173072
240,723,173520
215,272,58480
946,508,480568
45,619,27855
332,519,172308
117,107,12519
543,528,286704
406,616,250096
194,175,33950
734,11,8074
336,344,115584
55,362,19910
962,39,37518
858,635,544830
210,780,163800
333,958,319014
640,675,432000
661,646,427006
738,203,149814
794,421,334274
789,768,605952
318,444,141192
285,849,241965
184,481,88504
534,446,238164
643,457,293851
413,229,94577
532,120,63840
942,515,485130
962,788,758056
710,790,560900
442,54,23868
958,810,775980
778,479,372662
909,486,441774
230,98,22540
786,16,12576
328,977,320456
376,129,48504
54,606,32724
193,706,136258
206,426,87756
448,654,292992
680,746,507280
141,205,28905
361,301,108661
786,633,497538
309,167,51603
163,831,135453
424,698,295952
509,515,262135
59,900,53100
625,881,550625
93,120,11160
306,68,20808
429,360,154440
105,967,101535
872,553,482216
968,397,384296
977,438,427926
173,873,151029
491,916,449756
627,399,250173
429,730,313170
139,58,8062
23,858,19734
598,343,205114
308,107,32956
171,859,146889
518,368,190624
949,233,221117
533,350,186550
468,687,321516
254,479,121666
277,25,6925
427,562,239974
460,517,237820
556,825,458700
560,914,511840
934,826,771484
661,888,586968
778,599,466022
195,165,32175
634,741,469794
394,691,272254
123,798,98154
699,166,116034
824,876,721824
755,316,238580
499,458,228542
197,389,76633
611,69,42159
631,58,36598
650,232,150800
110,131,14410
936,105,98280
696,984,684864
961,456,438216
789,120,94680
367,762,279654
369,181,66789
22,165,3630
69,377,26013
819,254,208026
777,281,218337
172,971,167012
513,553,283689
682,961,655402
319,342,109098
434,387,167958
962,488,469456
969,203,196707
846,965,816390
993,947,940371
688,642,441696
718,431,309458
927,446,413442
795,811,644745
964,179,172556
473,674,318802
615,303,186345
872,353,307816
157,740,116180
521,924,481404
946,218,206228
62,223,13826
519,757,392883
811,41,33251
871,604,526084
968,640,619520
228,112,25536
601,500,300500
612,906,554472
943,660,622380
693,206,142758
897,843,756171
869,28,24332
985,510,502350
292,574,167608
907,998,905186
264,460,121440
379,460,174340
35,562,19670
522,969,505818
363,765,277695
508,194,98552
251,24,6024
879,264,232056
699,980,685020
407,92,37444
63,189,11907
228,243,55404
326,458,149308
724,838,606712
729,168,122472
728,685,498680
973,437,425201
900,681,612900
364,643,234052
32,557,17824
74,478,35372
957,652,623964
887,746,661702
34,949,32266
892,767,684164
739,124,91636
438,189,82782
563,419,235897
630,531,334530
49,324,15876
582,137,79734
881,368,324208
115,549,63135
164,864,141696
86,18,1548
974,525,511350
293,917,268681
54,620,33480
70,63,4410
34,896,30464
29,423,12267
662,867,573954
216,118,25488
963,951,915813
839,492,412788
286,163,46618
194,171,33174
178,793,141154
821,888,729048
848,113,95824
761,240,182640
759,873,662607
99,400,39600
955,256,244480
505,384,193920
456,864,393984
216,247,53352
730,992,724160
791,910,719810
507,104,52728
308,281,86548
540,278,150120
10,602,6020
676,278,187928
878,125,109750
966,625,603750
549,511,280539
694,539,374066
715,969,692835
326,515,167890
436,84,36624
354,62,21948
676,515,348140
671,534,358314
520,174,90480
290,625,181250
86,782,67252
539,204,109956
37,246,9102
959,861,825699
966,620,598920
955,372,355260
22,646,14212
773,273,211029
703,220,154660
974,104,101296
720,231,166320
337,396,133452
193,908,175244
948,37,35076
163,201,32763
481,699,336219
37,455,16835
355,229,81295
863,491,423733
771,911,702381
700,173,121100
43,329,14147
345,163,56235
773,33,25509
623,999,622377
741,902,668382
972,2,1944
297,454,134838
602,196,117992
985,138,135930
854,455,388570
539,669,360591
950,46,43700
506,694,351164
290,437,126730
967,964,932188
900,915,823500
285,233,66405
183,96,17568
875,932,815500
884,591,522444
123,324,39852
344,422,145168
179,791,141589
358,908,325064
983,120,117960
511,405,206955
860,715,614900
80,966,77280
914,712,650768
828,513,424764
89,574,51086
445,520,231400
688,268,184384
64,34,2176
320,431,137920
351,407,142857
86,797,68542
442,461,203762
666,386,257076
724,519,375756
434,770,334180
588,164,96432
403,293,118079
47,501,23547
651,84,54684
448,117,52416
527,831,437937
300,731,219300
945,491,463995
95,595,56525
328,899,294872
344,740,254560
572,486,277992
665,358,238070
814,477,388278
270,554,149580
963,570,548910
198,321,63558
276,200,55200
972,599,582228
693,77,53361
791,589,465899
694,277,192238
219,490,107310
82,688,56416
912,20,18240
504,243,122472
441,196,86436
239,362,86518
821,174,142854
835,754,629590
126,618,77868
756,687,519372
176,644,113344
922,59,54398
856,955,817480
592,325,192400
498,790,393420
95,621,58995
518,312,161616
740,897,663780
948,432,409536
853,564,481092
500,825,412500
981,329,322749
886,573,507678
522,587,306414
467,149,69583
769,819,629811
492,15,7380
730,702,512460
82,604,49528
924,391,361284
275,715,196625
860,580,498800
264,647,170808
668,339,226452
988,270,266760
346,795,275070
326,340,110840
100,496,49600
475,561,266475
816,112,91392
875,744,651000
850,667,566950
150,15,2250
563,882,496566
179,960,171840
423,430,181890
828,503,416484
322,916,294952
786,623,489678
333,61,20313
535,835,446725
365,393,143445
923,20,18460
501,899,450399
584,28,16352
552,341,188232
683,90,61470
853,919,783907
622,99,61578
175,316,55300
20,707,14140
801,84,67284
200,871,174200
339,5,1695
475,909,431775
645,324,208980
187,485,90695
609,922,561498
966,626,604716
42,483,20286
381,218,83058
487,323,157301
136,347,47192
103,290,29870
169,708,119652
98,465,45570
55,55,3025
691,332,229412
950,924,877800
531,562,298422
294,540,158760
999,659,658341
540,863,466020
597,604,360588
732,88,64416
67,440,29480
497,205,101885
919,141,129579
995,655,651725
869,619,537911
731,395,288745
307,4,1228
431,793,341783
548,215,117820
956,456,435936
602,940,565880
366,901,329766
321,681,218601
217,26,5642
462,467,215754
785,594,466290
871,921,802191
296,757,224072
337,830,279710
259,285,73815
68,960,65280
473,666,315018
664,255,169320
951,950,903450
476,378,179928
557,792,441144
839,275,230725
204,114,23256
709,282,199938
831,977,811887
776,46,35696
11,511,5621
331,579,191649
981,247,242307
188,260,48880
20,563,11260
761,606,461166
510,100,51000
26,114,2964
113,888,100344
582,374,217668
67,911,61037
830,53,43990
30,390,11700
415,190,78850
234,354,82836
297,861,255717
353,216,76248
731,853,623543
731,242,176902
343,322,110446
863,750,647250
440,677,297880
560,470,263200
423,192,81216
151,518,78218
285,340,96900
195,478,93210
496,505,250480
499,56,27944
128,93,11904
991,102,101082
833,632,526456
504,765,385560
140,769,107660
58,283,16414
67,866,58022
52,427,22204
528,204,107712
474,160,75840
48,660,31680
54,218,11772
333,619,206127
636,674,428664
148,131,19388
766,301,230566
268,566,151688
685,218,149330
793,549,435357
178,769,136882
615,857,527055
674,150,101100
424,941,398984
640,382,244480
36,658,23688
268,946,253528
85,664,56440
9,399,3591
265,139,36835
286,821,234806
508,925,469900
956,865,826940
84,658,55272
770,397,305690
666,846,563436
69,572,39468
559,249,139191
152,957,145464
3,174,522
677,836,565972
723,854,617442
359,461,165499
574,611,350714
961,405,389205
682,74,50468
473,379,179267
993,545,541185
716,890,637240
541,672,363552
457,216,98712
100,648,64800
721,618,445578
235,793,186355
563,3,1689
346,605,209330
739,575,424925
139,762,105918
69,65,4485
417,278,115926
884,551,487084
921,510,469710
794,151,119894
974,853,830822
601,533,320333
527,131,69037
260,830,215800
163,288,46944
926,999,925074
815,224,182560
422,625,263750
882,141,124362
430,715,307450
541,397,214777
35,535,18725
845,685,578825
903,458,413574
956,834,797304
18,241,4338
446,238,106148
745,33,24585
514,630,323820
904,256,231424
569,531,302139
302,467,141034
123,468,57564
571,559,319189
938,45,42210
772,474,365928
18,624,11232
541,487,263467
556,955,530980
57,593,33801
479,283,135557
632,935,590920
508,897,455676
715,657,469755
328,210,68880
446,234,104364
105,189,19845
643,430,276490
800,996,796800
681,785,534585
481,278,133718
554,796,440984
473,525,248325
374,834,311916
572,830,474760
50,136,6800
49,647,31703
77,990,76230
469,700,328300
888,747,663336
